name,has_main_facilities,has_security_features,has_parking_safety,has_building_facilities,has_other_features,HighFloor,MidFloor,has_modern,has_facilities,has_green_view,has_water_feature,Bedroom_1,Bedroom_2,Bedroom_3,Bedroom_above 3,Bathroom_1,Bathroom_2,Bathroom_above 2,city_Mansoura,city_New Administrative Capital,city_New Cairo,city_North Coast,city_Old Cairo,propertyCategory_Commercial,propertySubType_Attached Houses,propertySubType_Office,propertySubType_Others(very rare),propertySubType_Retail,log(sqm),log(price),log(price/sqm),Is log(price/sqm) outlier,Is log(sqm) outlier,Is log(price) outlier
Alamain (Latin District),1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.893427093190715,15.738152080080232,10.844724987643724,False,False,False
Latin City,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.1647859739235145,15.671183352935982,10.50639737823073,False,False,False
PODIA,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.58351893845611,16.27261769039449,12.68909875180129,True,True,False
Latin City,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5.442417710521793,15.835202095238335,10.392784383999984,False,False,False
Beachfront Tower - B1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.37989735354046,17.160596036826263,11.780698683098938,False,False,False
Alamain (Latin District),1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5.4752075333447845,15.564536484605428,10.08932895323838,False,False,False
Alamain (Latin District),1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.945634443878841,15.790424570290176,10.844790126041644,False,False,False
New Garden City,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.948759890378168,15.616725185963084,10.667965295386798,False,False,False
Latin City,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5.476463551931511,15.869249602291736,10.392786051514516,False,False,False
Zahya,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,6.024657514463746,16.19579715862217,10.171139642548509,False,False,False
Jade Park,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5.41610040220442,15.900685631491871,10.48458522928745,False,False,False
PODIA,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4.653960350157523,16.43239531131437,11.778434961083818,False,False,False
Latin City,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5.472270673671475,16.01351261076588,10.541241936694716,False,False,False
AlMaqsad Park,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.043425116919247,15.404745763080856,10.361320645345282,False,False,False
VALORY,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,3.9318256327243257,16.52517225990124,12.593346627176912,True,True,False
Alamain (Latin District),1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5.477383630621318,15.614080119120878,10.13669648947059,False,False,False
Mamsha Avenue,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.123963979403259,15.58995430498264,10.465990326257693,False,False,False
Mazarine Apartment,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.529429087511423,16.223176127408827,10.693747040365537,False,False,False
Latin City,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5.3230099791384085,16.210218939834125,10.887208961106117,False,False,False
Latin City,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5.4510384535657,15.902175944733427,10.45113749154003,False,False,False
Downtown Extension,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5.525452939131784,15.949321906709631,10.42386896893928,False,False,False
Central,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,4.761917491662616,16.969997183879126,12.208079692064128,True,False,False
Mamsha Avenue,1,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5.971261839790462,16.315223715069248,10.34396187685527,False,False,False
Central,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,5.189060380611087,17.46920315198883,12.280142771253445,True,False,True
Latin City,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5.5093883366279774,16.125666916454637,10.616278580630553,False,False,False
PODIA,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4.276666119016055,16.119594527082057,11.84292840790624,False,False,False
Maspero Heights – Commercial  for Sale,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6.584791392385716,18.612317116170978,12.027525723630047,False,True,True
Alamain (Latin District),1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.3230099791384085,16.403951056068692,11.080941076629736,False,False,False
Mazarine Apartment,1,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5.584623492819887,16.659081837619162,11.074458345478671,False,False,False
New Garden City,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.58724865840025,16.197184057277283,10.60993539827646,False,False,False
Central,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,5.036757778241827,17.33727228902653,12.30051451073119,True,False,False
Central,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,5.153118169055832,17.44328558767492,12.290167418487302,True,False,True
Mazarine Apartment,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.529429087511423,16.20087307741589,10.671443990898664,False,False,False
Al Fustat,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.112951179567857,15.333709989964104,10.22075881026303,False,False,False
Mazarine Apartment,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.468060141135132,16.4478309596411,10.97977081875766,False,False,False
Downtown commercial,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5.204006687076795,16.743606182802456,11.53959949569356,False,False,False
Latin City,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5.25227342804663,16.111272425610196,10.858998997563564,False,False,False
Central,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,4.754796359943904,16.955992315404462,12.201195955282406,True,False,False
Alamain (Latin District),1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.531092982591776,15.25202263524478,10.720929653665843,False,False,False
New Garden City,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.659482215759621,16.304824149570482,10.645341934300363,False,False,False
Mamsha Avenue,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.170483995038151,15.648731816999923,10.478247821705937,False,False,False
New Garden City,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.594711379601839,16.20363093906458,10.608919559664708,False,False,False
Mazarine Apartment,0,1,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5.32942836157309,16.407401404526198,11.077973042400208,False,False,False
New Garden City,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.532599493153256,15.243186756862936,10.710587263949543,False,False,False
Downtown commercial,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5.583496308781699,17.308648813324787,11.725152504196467,False,False,False
Mazarine Apartment,1,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.442417710521793,16.377069559273355,10.934651848990836,False,False,False
Zahya,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5.849324779946859,16.26288839585986,10.41356361445081,False,False,False
Latin City,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.365976015021851,15.954163959275956,10.58818794420698,False,False,False
Zahya,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,5.808142489980444,16.149303578082513,10.341161088683634,False,False,False
PODIA,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4.212127597878484,16.6887926717617,12.476665073699548,True,False,False
Zahya,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,5.84354441703136,16.26141647040254,10.417872052981268,False,False,False
Mazarine,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5.707110264748875,16.768596256796794,11.061485991333072,False,False,False
Mazarine Commercial,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5.332718793265369,16.910273354981218,11.577554561693209,False,False,False
Mazarine Apartment,1,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.525452939131784,16.411287516583698,10.885834576899963,False,False,False
Central,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,5.08431936689353,17.088950322822843,12.004630956039607,False,False,False
Alamain (Latin District),1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.169801944312609,15.366047362478213,10.19624541633616,False,False,False
Latin City,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5.442417710521793,15.835202095238335,10.392784383999984,False,False,False
Latin City,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.327876168789581,15.806940222320897,10.479064053640515,False,False,False
PODIA,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4.574710978503383,16.451133425130898,11.87642244630498,False,False,False
Maspero mall,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4.820281565605037,16.770056187188015,11.949774621812228,False,False,False
Mazarine Apartment,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5.438079308923196,16.368387334191542,10.930308025969062,False,False,False
Zahya,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,6.606650186198215,17.07245258363893,10.46580239759474,False,True,False
Alamain (Latin District),1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5.446478717528557,15.781503407136531,10.335024688882967,False,False,False
Mazarine Apartment,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5.442417710521793,16.34387572359366,10.901458013893697,False,False,False
Downtown Extension,1,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5.153291594497779,15.935253958917478,10.781962365032015,False,False,False
AlMaqsad Park,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.897839799950911,15.258893886068291,10.361054085739577,False,False,False
Jade Park,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,5.940171252720432,16.51088070590911,10.570709453458749,False,False,False
Mazarine Apartment,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.525452939131784,16.48696592859693,10.96151298917471,False,False,False
Alamain (Latin District),1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.88891953541216,15.724015487716718,10.835095951644911,False,False,False
Zahya,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,6.222576268071369,16.24719222429273,10.024615955096383,False,False,False
Alamain (Latin District),1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5.463196009730271,16.307723782934712,10.84452777343194,False,False,False
Downtown Extension,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5.153291594497779,15.953810456650464,10.800518862671248,False,False,False
Downtown Extension,1,1,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5.152944713532285,15.967389033533616,10.814444320081789,False,False,False
Beachfront Tower - B1,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.762051382780177,17.655220901780794,11.89316951870392,False,False,True
Latin City,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5.332718793265369,16.17163641788635,10.838917625113872,False,False,False
Alamain (Latin District),1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5.468777183576803,15.942789429058273,10.474012244278654,False,False,False
Mazarine Apartment,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.529429087511423,16.167647429787568,10.638218342314213,False,False,False
Latin City,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5.513428746164983,16.209762839484142,10.696334093611132,False,False,False
Mazarine Apartment,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.529429087511423,16.357663580686673,10.828234493678908,False,False,False
AlMaqsad Park,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.049856007249537,15.429736987130171,10.3798809797214,False,False,False
Mazarine Apartment,0,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5.436599954348043,17.054424276568984,11.61782432248033,False,False,False
Mazarine Apartment,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.529429087511423,16.43093364329122,10.901504555633522,False,False,False
Beachfront Tower - B1,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.986452005284438,17.798085219343363,11.811633214140931,False,False,True
Alamain (Latin District),1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.934330037886181,15.858677043779398,10.92434700588181,False,False,False
Latin City,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.934473933130692,15.587747360703466,10.653273428711454,False,False,False
Latin City,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,5.501258210544727,16.369321186399485,10.868062976088114,False,False,False
Blu Vert,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5.41164605185504,16.913799419843357,11.502153367699508,False,False,False
Latin City,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.90527477843843,15.898196829809,10.992922052180438,False,False,False
Central,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,4.797359561980396,17.056617431673796,12.259257869639493,True,False,False
Latin City,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.198497031265826,16.14083513792781,10.942338106368728,False,False,False
Latin City,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.332718793265369,15.87729716440539,10.54457837133086,False,False,False
Alamain (Latin District),1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.078480840991323,14.66864847483316,9.590167634568724,False,False,True
Latin City,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4.897839799950911,15.890818568362503,10.992978768737938,False,False,False
Zahya,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,6.016157159698354,16.215766678131764,10.199609517435771,False,False,False
PODIA,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.6635616461296463,16.822825492761332,13.15926384664157,True,True,False
PODIA,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4.051784947803305,16.87435846583234,12.822573517970358,True,True,False
Mazarine Apartment,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5.53153005353903,16.701483767525527,11.16995371338798,False,False,False
Alamain (Latin District),1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.7066431549187255,14.324133758175064,9.617490606128255,False,False,True
Jade Park,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5.204006687076795,15.774618940184224,10.57061225381235,False,False,False
Alamain (Latin District),1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5.423803986589452,15.51314248113429,10.0893384945496,False,False,False
Alamain (Latin District),1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.299566585948469,15.66333525112528,10.363768664664676,False,False,False
Jade Park,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5.384495062789089,15.869121339609588,10.484626277102697,False,False,False
Alamain (Latin District),1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5.351478914662269,15.431129329473457,10.079650416789322,False,False,False
Maspero mall,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4.820281565605037,16.70577119857603,11.885489633037668,False,False,False
Mazarine,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5.707110264748875,16.72027819614417,11.013167931619815,False,False,False
Downtown Extension,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.272999558563747,15.879838461834062,10.606838903016508,False,False,False
VALORY,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,3.7954891891721942,16.660969093297965,12.865479904024085,True,True,False
Alamain (Latin District),1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.351289251314142,15.834936667234125,10.483647415516478,False,False,False
PODIA,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4.290459441148391,16.177778653119493,11.88731921194284,False,False,False
Alamain (Latin District),1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5.4752075333447845,15.564536484605428,10.08932895323838,False,False,False
Latin City,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.332718793265369,16.091956993348624,10.759238199395512,False,False,False
Alamain (Latin District),1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.9139775400548205,15.617385360933422,10.703407821103648,False,False,False
PODIA,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4.290459441148391,16.11769557093698,11.827236129428444,False,False,False
PODIA,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4.804021044733257,16.642528278130527,11.838507233705052,False,False,False
Central,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,4.94121375931775,17.14939223234156,12.208178473217844,True,False,False
Jade Park,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,5.814130531825066,16.29866567471347,10.484535144140594,False,False,False
New Garden City,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.948759890378168,15.616725185963084,10.667965295386798,False,False,False
Alamain (Latin District),1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.531092982591776,14.639686000930624,10.108593019392355,False,False,True
New Garden City,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.5909869805108565,16.187061855423043,10.59607487390416,False,False,False
Zahya,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,6.210600077024653,16.265480637871377,10.054880560622356,False,False,False
Marina 8 By The Lake,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.667769327744611,15.23475601922385,10.566986691372804,False,False,False
Latin City,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4.897839799950911,15.781783401538473,10.883943600915668,False,False,False
Jade Park,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,5.5053315359323625,16.009619174622237,10.504287638266334,False,False,False
Alamain (Latin District),1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.321545492667243,16.20418159987145,10.88263610771618,False,False,False
Mazarine Apartment,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5.5671988095361,17.055991306584858,11.488792497349394,False,False,False
Latin City,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.337538079701318,15.730666905336252,10.393128826106356,False,False,False
Al Fustat,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.112951179567857,15.338518742399987,10.22556756256872,False,False,False
Mazarine Apartment,0,1,0,1,1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4.941642422609304,15.99287250620424,11.051230084048298,False,False,False
New Garden City,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.48863636973214,15.207538450931926,10.718902081398642,False,False,False
Alamain (Latin District),1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.531092982591776,14.776009544502749,10.24491656260443,False,False,False
Mazarine Apartment,0,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5.5093883366279774,16.42019824607133,10.910809909694702,False,False,False
New Garden City,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.209486152841421,15.882626449953474,10.673140297833388,False,False,False
Alamain (Latin District),1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5.464763574183701,15.59215638938228,10.127392813675735,False,False,False
Beachfront Tower - B1,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.44673737166631,17.32672758466498,11.879990212783673,False,False,False
Alamain (Latin District),1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.152655554116684,16.035257372649315,10.882601817671468,False,False,False
PODIA,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.828641396489095,16.282592622839722,12.45395122648636,True,True,False
Latin City,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5.3706380281276624,16.276551336650293,10.905913308181246,False,False,False
Latin City,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5.313205979041787,16.0348227317645,10.721616753766076,False,False,False
Latin City,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5.4510384535657,15.920985276690926,10.46994682177338,False,False,False
PODIA,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.5263605246161616,16.091546315724784,12.565185791088084,True,True,False
Alamain (Latin District),1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.907124917726591,15.742092252999774,10.834967334526752,False,False,False
Alamain (Latin District),1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.083017969256876,15.557379257578864,10.474361288439368,False,False,False
Zahya,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,6.016157159698354,16.212678293444267,10.196521133836889,False,False,False
Central,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,5.173434184401347,17.27106985431244,12.097635669639974,False,False,False
AlMaqsad Park,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.043425116919247,15.404745763080856,10.361320645345282,False,False,False
Latin City,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.941642422609304,15.884143900927508,10.942501477812767,False,False,False
